aid_data_record_id,aid_data_parent_id,title,completion_year,name,description
63841,NULL,"China Eximbank provides $48.31 million preferential buyer’s credit for 52MW Baluchaung 3 Hydropower Plant Project (Linked to Project ID#98029, 96221)",2015,Myanmar,"On May 27, 2011, China Eximbank and the Central Bank of Myanmar signed a $48.31 million preferential buyer's credit (PBC) agreement for the 52MW Baluchaung 3 Hydropower Plant Project. The borrowing terms of the PBC are unknown. However, it is known that the proceeds of the PBC were to be used by the borrower to partially finance an EPC contact between Union Resources and Engineering Co., Ltd (UREC) and Myanmar’s Ministry of Electric Power, which was signed on January 28, 2011.   The purpose of the project was to construct a 52MW hydroelectric power plant [Baluchaung No.(3) HPP (BLC-3] — with two, 26MW power generation units (Unit 1 and Unit 2) — on the Baluchaung River in Kayah State. The project is located on the right bank of the lower Baluchaung River, its upstream end being located immediately downstream of, and connecting to, the tailrace area of the existing Baluchaung No.(2) Power Station (BLC-2), with the No.(3) Power Station being located some 5.25 km further downstream near the confluence of the Baluchaung River and the Nam Pawn River. The 52MW Baluchaung 3 Hydropower Plant  discharges into the Nam Pawn River a short distance downstream of the confluence with the Baluchaung River.  Baluchaung I-III operate practically on the same river flow since water discharged from the Baluchaung I turbines directly enters the Baluchaung II headrace with virtually no intermediate catchment inflow, and Baluchaung II directly discharges water into the Baluchaung III headrace. The power plants are therefore in practice operated as one. When the central power dispatcher instructs to increase or decrease power from the Baluchaung system, all three power plants need to adjust their operation proportionally.   The cascade utilizes a combined elevation difference of 650 m and generates on average about 1,724 GWh/year, transmitted through two 220 kV transmission lines to Yangon and Swemyo respectively, a 132 kV transmission line to Mandalay, and a 33 kV distribution line to Loikaw and the surrounding area.  UREC was the EPC contractor responsible for the implementation of the 52MW (2x26MW) Baluchaung 3 Hydropower Plant Project. The rotor of Unit 1 was successfully hoisted on September 21, 2013. Unit 1 successfully completed a 72-hour trial operation on January 3, 2014. Units 1 and 2 went into commercial operation in January 2014. A project completion ceremony took place on August 22, 2015.   There are some indications that the China Eximbank loan for the 52MW Baluchaung 3 Hydropower Plant Project may have financially underperformed vis-a-vis the original expectations of the lender. In 2020, China Eximbank and the Government of Myanmar signed a debt suspension agreement as part of the G-20 Debt Service Suspension Initiative (DSSI). Under the terms of the agreement, the lender agreed to suspend principal and interest payments due between May 1, 2020 and December 31, 2020 under 3 buyer’s credit loan (BCL) agreements, 6 government concessional loan (GCL) agreements, and 27 preferential buyer’s credit (PBC) agreements (as captured via Project ID#98029).  Debt service payments under many of these loan agreements were again deferred in 2021 (as captured via Project ID#96221)."
63968,481,"China Eximbank provides loan for 240MW Dapeyin I Hydropower Plant Construction Project (Linked to Project ID#67706 and #63694)",2011,Myanmar,"On December 20, 2009, a special purpose vehicle and joint venture — called Dapein (1) Hydropower Company Limited (Myanmar) or 缅甸太平江一期水电有限 — was established by Datang (Yunnan) United Hydropower Developing Co., Ltd. (85% ownership stake) and the Government of Myanmar’s Department of Hydropower Planning (15% ownership stake). Then, on May 28, 2010, the Government of Myanmar — through the Myanmar Investment Commission — granted Dapein (1) Hydropower Company Limited (Myanmar) a 35-year BOT concession to construct, finance, and operate and maintain the 240MW Dapeyin I Hydropower Plant. China Eximbank subsequently provided an overseas investment loan to Dapein (1) Hydropower Company Limited (Myanmar) for the 240MW Dapeyin I Hydropower Plant Construction Project. The face value and borrowing terms of the loan are unknown.   The purpose of the project was to construct a 240MW hydroelectric power plant — with four, 60MW power generation units (Unit 1, Unit 2, Unit 3, and Unit 4) — on the Dapein River near the old Kalonskha village in Moemauk Township about 30 miles to the northeast of Bhamo city and Kachin state. The project also involved the construction of a 46 meter high dam and headrace tunnel that diverts the water to the powerhouse some 4.3 km downstream. The geographical coordinates of the dam are east longitude of 97°31´35" and north latitude of 24°25´18" (or 24.421451, 97.525448). The geographical coordinates of the power plant are east longitude of 97°30´02" and north latitude of 24°24´15"15. The small, narrow (average 130 m wide) reservoir inundates 0.35 km2, stores 22 hm3 , and extends 2.6 km up to the  Myanmar-PRC border, immediately below a powerhouse within the PRC. Myanmar takes 19 MW (8%) of the power through a 37 km long 132 kV transmission line to Bamaw (Bahmo) substation, while 221 MW is exported to PRC via a 500 kV transmission line.   Central China Power International Trade Co., Sinohydro, and China Datang Corporation were the contractors responsible for implementation. The project commenced on December 19, 2007. After three years of construction, Unit 1 was commissioned on August 26, 2010. It began supplying power to Bhamo, Mansi, Momauk and Shwegu on September 18, 2010. Unit 2 was commissioned on September 24, 2010. Unit 3 was commissioned on December 22, 2010. Unit 4 was commissioned on December 28, 2010. The project was completed on January 23, 2011. China Eximbank also provided a loan for a power transmission project to evacuate electricity from the 240MW Dapeyin I Hydropower Plant (captured in Project ID#63694)."
63973,NULL,"China Eximbank provides overseas investment loan to 600MW Shweli 1 Hydropower Plant Construction Project",2009,Myanmar,"The 600 MW Shweli 1 Hydropower Plant Project is located in in Muse District and Shan State, about 23 km from the PRC-Myanmar border. It is the only hydropower plant operating on the Shweli river in Myanmar. Its exact locational coordinates are 23.699, 97.506422.  400 megawatts (67%) of the power plant’s 600 megawatts are reportedly consumed in Myanmar, and 200 megawatts are exported to PRC through a double circuit 220 kV transmission line.   Following the Government of Myanmar's inability to secure funding for the project, Yunnan Joint Power Development Co. (YUPD) was established as a joint venture in August 2006 by Huaneng Langcang River Hydropower Co., Ltd. (50% ownership stake), Yunnan Hexing Investment and Development Co., Ltd. (34% ownership stake), and Yunnan Union Resources & Engineering Co. Ltd. (16%  ownership stake). Then, on May 22, 2007, YUPD and Myanmar Ministry of Electric Power jointly established Shweli I Hydropower Co. (SHPC), with Yunnan United Power Development Co., Ltd. holding 80% of the shares and Myanmar’s Ministry of Electric Power holding 20% of the shares (see Project ID#49904).   With the approval of the Government of Myanmar, the Shweli I Hydropower Plant was developed on a BOT (build-operation-transfer) basis. The BOT agreement was signed on December 30, 2006. In accordance with the Joint Venture Agreement, Myanmar can use 15% of the electricity generated from the power station for free. The validity of the franchise right is 40 years. The total cost of the project was RMB 3.2 billion RMB, of which RMB 2.96 billion was invested by Chinese parties.  Huaneng Langcang River Hydropower Co., Ltd. reportedly received a loan to support its investment in YUPD. It is also known that China Eximbank issued an overseas investment loan (境外投资贷款) for the 600MW Shweli 1 Hydropower Plant Construction Project, which is likely the loan that Huaneng Langcang River Hydropower Co., Ltd. received to support its investment in YUPD.     The Shweli 1 HPP has a 47 meter high concrete gravity dam that diverts water through a headrace tunnel to the powerhouse some 9.5 km downstream. The 10 km long reservoir created by the dam is also small and narrow (about 120 m wide on average) inundating 1.3 km2 and storing 24 hm3. It is equipped with six, 100 MW power generation units. Sinohydro Corporation Limited was the EPC contractor responsible for implementation. On December 10, 2006, the project realized river closure. Then, on September  5, 2008, the first power generation unit was put into operation. In April 2009, the last power generation unit was put into operation. The project was ultimately completed on May 16, 2009."
68078,NULL,"China Eximbank provides $20 million export seller's credit for 30MW Thapanzeik Hydropower Plant Construction Project",2002,Myanmar,"On November 20, 1998, China International Trust and Investment Corporation (CITIC) Technology Co Ltd signed a EPC contract with Myanmar Electrical Power Enterprise (MEPE) to provide equipment and services for the 30MW Thapanzeik Hydropower Plant (HPP) Construction Project. Then, on May 30, 2000, Sinohydro Corporation Limited and CITIC signed a contract to assist with the installation of power generating equipment and structures. China Eximbank issued a $20 million export seller’s credit to help finance one or both of these contracts. The borrowing terms of the loan are unknown. It is also unknown if CITIC or Sinohydro Corporation Limited on-lent the proceeds of the export seller’s credit to the Government of Myanmar.   Thapanzeik HPP, situated on the Mu River in the Sagaing Region (exact locational coordinates: 23.305918, 95.358330) is approximately 6 km long, making it one of the largest dams in Southeast Asia. It is a multipurpose dam, providing water for irrigation and electricity for the nation’s socioeconomic development. The dam enables year-round irrigation of over 200,000 ha with feeder canals extending to eight townships. It has 30 MW of installed HP capacity comprised of three 10 MW turbines. This multipurpose facility owned by MoALI on the Mu River incorporates a 30 MW power plant. It joins the Ayeyarwady from the west about 40 km downstream of Mandalay City. Its 33 m high dam created the largest man-made reservoir in Myanmar to date with an inundation of 397 km2 . It is 43 km long along its main branch. A diversion weir about 11 km downstream of the dam diverts water for irrigation on both banks of the Mu River. Although the Ayeyarwady has been little used for irrigation in the central dry zone, its tributary, the Mu River, has been used for this purpose since the 9th century. The Mu Valley Irrigation Project is among the largest in the country. It permits the dry-season cropping of corn, peanuts, sesame, wheat, cotton, millet, and other dry crops. About one-sixth of the total rice grown in Myanmar comes from the irrigated areas of Mandalay, Sagaing, and Magwe divisions.   The power plant is connected to Ngapyadaing substation by a 53 km long 132 kV transmission line. Myanmar Electric Power Enterprise and Myanmar Ministry of Agriculture, Animal Husbandry, and Irrigation were said to be developers of the power plant. The project was completed on June 18, 2002."
85708,2305,"YMEC provides $160 million supplier credit for 280MW Paungluang Hydropower Plant Construction Project (Linked to Project ID#63813)",2005,Myanmar,"In October 1998, Yunnan Machinery and Equipment Import and Export Corporation (YMEC) signed the first contract for the Paunglaung Hydroelectric Power Project, which called for YMEC to provide the complete set of machinery and equipment, design underground factory and direct work implementation. The first contract was worth 160 million USD, and was to be financed by an export credit with a 2.75% interest rate, and payable over 10 years. The second contract was signed in November 1998 between YMEC and Myanmar Electric Power Enterprise (MEPE) stated that YMEC was to provide machinery and equipment and spare parts for construction of the underground factory. The second contract was worth 10 million USD and was to be supported by an export seller's credit, with a maturity of 7 years, grace period of 2 years, and interest rate of 5%. Based on a news release from China’s Ministry of Commerce, the project was approved by the State Council of China in August 1998.   On September 18, 2000, China Eximbank and Yunnan Machinery and Equipment Import and Export Corporation (YMEC) signed an RMB 1 billion export seller's credit agreement for the 280MW Paungluang Hydropower Plant Construction Project. YMEC, in turn, used the proceeds from the export seller's credit to finance two separate supplier credit agreements that it previously signed with Myanmar Electric Power Enterprise (MEPE): a $160 million supplier credit agreement in October 1998 that carried a 2.75% interest rate and a 10 year maturity (captured in this project), and a $10 million supplier credit agreement in August 1998 that carried a maturity of 7 years, grace period of 2 years, and an interest rate of 5% (captured in Project ID#63813). YMEC also received credit insurance from Sinosure.   The purpose of the project was to construct a 280MW hydroelectric power plant — with four, 70MW power generation units (Unit 1, Unit 2, Unit 3, and Unit 4) — on the Paungluang River in Pyinmana within Zeyarthiri Township (exact locational coordinates: 19.786444, 96.335833). The project site is located about 20 km east of Nay Pyi Taw and has the highest dam in the sub-basin (131 meters). It includes an underground power plant close to the toe of the spillway . The reservoir inundates 15 km2 and stores 678 hm3. It is a multipurpose dam, which primary purpose is hydroelectric power generation, but also serves irrigated agriculture by providing water to an irrigation weir about 14 km downstream. A 13 km double circuit 230 kV connects the power plant to the Pyinmana substation.   Yunnan Machinery and Equipment Import and Export Corporation (YMEC) and Sinohydro Corporation Ltd. were the contractors responsible for implementation, and the project is owned by the Ministry of Electricity and Energy of Myanmar.    The project commenced in October 1998 and it was completed on March 25, 2005."
96267,NULL,"CTIEC provides $48 million supplier credit — via EPC+F arrangement — for Phase 1 of 220 MW Minbu Solar Power Plant Project",2019,Myanmar,"On December 15, 2017, China Triumph International Engineering Company Limited (CTIEC) issued a $48 million supplier credit (loan) — as part of a larger Sinosure-backed EPC+F (EPCF) arrangement — to GEP (Myanmar) Co., Ltd. (GEPM) for Phase 1 of the 220 MW Minbu Solar Power Plant Project. GEPM is a special purpose vehicle (SPV) and wholly-owned subsidiary of Green Earth Power (Thailand) Co., Ltd. (GEPT). The loan carried the following borrowing terms: a 2.25-year grace period, and a 13.79-year maturity, and a 6% interest rate. The first repayment date was originally scheduled for February 28, 2020 and the last repayment was originally scheduled for September 27, 2031 (12 years after Phase 1 achieved its Commercial Operations Date). However, the first repayment date was later changed to October 31, 2020.    The proceeds of the loan were to be used by the borrower to finance 70% of the cost of a $66.31 million commercial (supply) contract between Vintage EPC Co., Ltd. (VEPC) and CTIEC, which was signed on August 3, 2016 and amended on December 21, 2017. The purpose of Phase 1 of the project was to install 50MW of power generation capacity at the Minbu solar farm in Minbu District (exact locational coordinates: 20.0494, 94.6828). In February 2016, GEPT incorporated GEPM as a project company (SPV) to develop the 220 MW Minbu Solar Power Plant Project. Then, in March 2016, GEPM executed a Power Purchase Agreement (PPA) with Myanmar Electric Power Enterprise — later renamed Electric Power Generation Enterprise (EPGE) — for a BOT (Built-Operate-Transfer) concession with a term of 30 years. On August 4, 2016, one day after the supply contract for the project was signed, VEPC and VTE International Construction Co., Ltd. (VINTER) entered into 4 turnkey EPC subcontracts with CTIEC for the 4 respective phases of the project.   Construction started in April 2018 and was originally expected to end within 12 months (April 2019). Construction was ultimately completed in June 2019.  Phase 1 included the construction works of all substations for Phases 2, 3, and 4 to connect to the transmission line of EPGE. On April 5, 2019, the Department of Power Transmission and System Control (DPTSC), under the authority of Myanmar’s Ministry of Electricity and Energy (MOEE), conducted the power plant’s cold commissioning. Supply of electricity to Myanmar National Grid started on June 27, 2019. The power plant started to realize revenue and achieved its Phase 1 Commercial Operation Date (COD) on September 27, 2019 under the 30-year PPA at a contractual electricity rate of USD 0.1275 per kWh. On November 15, 2019, EPGE and MOEE issued a letter of confirmation of the COD for Phase 1. The Provisional Acceptance Date for Phase 1 was on February 28, 2020. The Government of Myanmar announced a countrywide, Covid-19 lockdown from March 29, 2020 until August 31, 2020. It then extended the lockdown to October 31, 2020. Under Clause 17.1.2 of the supplier credit agreement, force majeure was invoked. Consequently, the loan’s first repayment date was moved to October 31, 2020."
98167,NULL,"CNTIC provides loan — via accounts receivables financing facility arrangement — for 90MW Myingyan Gas-Fired Power Station Project",2019,Myanmar,"In September 2020, Deutsche Bank announced that it had signed a $43 million accounts receivables financing facility agreement with China National Technical Import & Export Corporation (CNTIC) for the 90MW Myingyan Gas-Fired Power Station Project. CNTIC, in turn, used the proceeds from the facility to on-lend to Electric Power Generation Enterprise (EPGE) of Myanmar (likely through a deferred payment agreement) for the 90MW Myingyan Gas-Fired Power Station Project. The borrowing terms of the loan to EPGE are unknown. However, it is known that the loan is backed by a Sinosure credit insurance policy.   The purpose of the project is to construct a 90MW gas-fired power station project in Myingyan township within the Mandalay region. The plant is being developed and operated by Hong Kong-based VPower under a five-year power purchase agreement with Electric Power Generation Enterprise (EPGE). CNTIC is the EPC contractor responsible for project implementation. The power plant was put into operation on February 1, 2019."
54589,NULL,"ICBC participates in $115 million syndicated loan for 150MW Barker Power Plant Construction Project",2017,Argentina,"On April 26, 2017, UGEN S.A. — a special purpose vehicle and subsidiary of MSU Energy Group — signed a $115 million syndicated loan agreement with Banco de Galicia y Buenos Aires S.A., Banco Hipotecario S.A., BACS Banco de Crédito y Securitización, Banco Macro S.A., and Industrial and Commercial Bank of China (Argentina) S.A. for the 150MW Barker Power Plant Construction Project. The loan carried a 5 year maturity (final maturity: June 2022) and an unknown interest rate.   As of September 30, 2017, the loan’s amount outstanding was $105.7 million was outstanding under this loan, and, as of March 13, 2018, its amount outstanding was $109 million.   The purpose of the project was the construction and operation of the gas-fired Barker power plant in the partido of Benito Juarez and the Province of Buenos Aires. The purpose of the power plant itself is to provide electricity to Argentina's national electricity grid, the Argentine Interconnection System (SADI). As such, UGEN S.A. entered into a 10-year Power Purchase Agreement (PPA) for the Barker power plant with Compañía Administradora del Mercado Mayorista Eléctrico S.A. (CAMMESA) – the government entity in Argentina that manages the wholesale energy market and the dispatch of electricity to the SADI – on July 25, 2016. The plant has three General Electric turbo generators (model LM6000-PC Sprint), each with 50 MW of generation capacity. Electricity from the Barker power plant is dispatched to the SADI through the Barker-Olavarría high voltage line.  General Electric (Argentina Branch) was the EPC contractor responsible for project implementation. The Barker power plant began operating on December 29, 2017."
54680,NULL,"ICBC contributes $36.25 million to $104 million syndicated loan for El Corti Wind Farm Project",2018,Argentina,"On September 27, 2017, the Industrial and Commercial Bank of China provided part of a syndicated loan worth $104 million to Greenwind S.A. — a special purpose vehicle and subsidiary of Pampa Energía S.A. — to construct the El Corti Wind Farm in Buenos Aires. Upon completion, the wind farm is expected to have a capacity of 100 MW. The project is being financed on a Public-Private-Partnership (PPP) basis and it has a debt-equity ratio of 59:41. The syndicate is led by Inter-American Investment Corporation (IAIC, now IDB Invest), acting on behalf of the IDB Group. The financing includes an A loan of $31.5 million and a B loan of $72.5 million from Banco Santander and Industrial and Commercial Bank of China (ICBC). Both the A and B loans offer a tenor of 9 years door-to-door and will be paid over 20 years. According to World Bank records, ICBC contributed $36.25 million to the syndicate. The ICBC loan component has 9 year maturity and 2 year grace period. Pampa Energía S.A issued a corporate guarantee in support of the loan. Greenwind S.A. was expected to sign a 20-year power purchase agreement (“PPA”) with the wholesale electric market administrator (“CAMMESA”) to inject energy to the national interconnection system (¨SADI¨) via the 500KV-132KV Bahia Blanca substation, at a bidding price of US$59.36/MWh increased annually by an adjustment factor.    El Corti wind power project (the “Project” or “El Corti”) will add 98.6 MW of renewable energy to the Argentinean electricity system, thus directly supporting the Government of Argentina’s (“GoA”) priorities to ensure a stable long-term electricity supply and the diversification of its energy matrix with the expected addition of 2.7 GW from renewables sources by 2018. The project consists of the construction, operation, and maintenance of a 98.6MW wind farm, its associated facilities, to be located south of the province of Buenos Aires, 17km northwest of the city of Bahia Blanca, Argentina. It is expected to reduce CO2 emissions by approximately 213 thousand tons per year.   An IDB Invest environmental and social review of the project began in January 2017 and was expected to continue until April 2017. The review included information provided by the project developer ( Greenwind S.A.), such as the environmental impact assessment (EIA) performed in 2011, the first addendum to the EIA (June 2016) describing changes in the project’s design (fewer higher capacity turbines), and the resolutions issued by the Provincial Agency for Sustainable Development (OPDS) in June 2011 and August 2016. In addition, copy of the second addendum to the EIA (March 2017), municipal authorizations, the environmental management plan and its programs, as well as additional studies were reviewed. An IDB Invest field visit was conducted on February 21-24, 2017 and included a visit to the property and adjacent areas and to the Multi-Use Natural Reserve of Bahía Blanca, Bahía Falsa, and Bahía Verde. Meetings and interviews were held with the following entities: the developer’s corporate Quality, Security, Environment and Health (QSEH) team based in Buenos Aires and the Bahía Blanca team based at the Piedra Buena Thermal Power Plant; local environmental consultants for the project; as well as relevant social actors such as municipal authorities, tenants caring for and living on the property, inhabitants of Casco Calderón, and the non-governmental organization (NGO) Aves Argentinas.   The project was implemented in 2017 and the first half of 2018. It was completed and officially inaugurated on or around May 25, 2018."
54783,2026,"China Eximbank provides $331.5 million preferential buyer's credit for 312 MW Jujuy Caucharí Photovoltaic Power Plant Project (Linked to Project ID#69556)",2019,Argentina,"On November 27, 2017, China Eximbank and the Republic of Argentina signed a $331,500,000 preferential buyer credit (PBC) agreement [CHINA EXIMBANK PBC NO (2017) 22 TOTAL NO (44) No. (1420303052017212623)] with the Republic of Argentina for the 312 MW Jujuy Caucharí Photovoltaic Power Plant Project. The PBC, which is captured via Project ID#54783, carried the following borrowing terms: a 3% interest rate, a 0% default (penalty) interest rate, a 15 year maturity, a 5 year grace period, a 0.75% commitment fee, and a 0.75% management fee.   The Republic of Argentina subsequently entered into an on-lending arrangement — through a subsidiary loan agreement — with the Government of the Province of Jujuy. The ultimate borrower (the Government of the Province of Jujuy) was expected to use the PBC proceeds to finance approximately 85% of the cost of a $390 million commercial (EPC) contract between Jujuy State Energy and Mining Society (JEMSE) and Shanghai Electric Power Construction Co. Ltd, which was signed on August 12, 2016 and amended on February 3, 2017. The Government of the Province of Jujuy agreed to fund the remainder (15%) of the commercial contract cost through the issuance of green bonds.   The loan's (principal) amount outstanding was $0 as of December 31, 2018, $311,128,347.77 as of December 31, 2019 and $311,128,347.77 as of December 31, 2020.   This project, which is also known as the Cauchari Solar I, II and III Photovoltaic Parks, involved the installation of 1.2 million solar panels that provide the grid with 312 megawatts of power. Upon completion, the 312 MW complex was expected to generate close to $1 billion in revenue to Jujuy over its first 15 years of operation. It was expected to eventually expand to produce more than 500 megawatts, making it one of the largest solar plants in the world. This photovoltaic park is located in the town of Cauchari.   The provincial energy company, Jujuy State Energy and Mining Society (JEMSE), managed the operation of the solar power complex while construction was executed by Shanghai Electric Power Construction Co. Ltd and Powerchina Ltd. Another Chinese company, Zhongli Talesun Solar Co., Ltd., supplied the 1.18 million solar panels and Huawei Technologies Co., Ltd. provided the inverters.   On October 6, 2017, a project construction initiation ceremony was held. The project was officially completed on December 7, 2019.   During the G20 Summit in Argentina from November 30 to December 1, 2018, the Government of Argentina and the People's Republic of China agreed to expand the Cauchari Solar Park in Jujuy, Argentina from a 312 MW solar park to a 500 MW solar park. The Export-Import Bank of China reportedly agreed in principle to issue a $170 million loan (captured via Project ID#69556) to the Government of the Province of Jujuy in Argentina for the 200 MW expansion of the Cauchari Solar Park (known as Cauchari IV and V), which would cover 85% of the total ($200 million) cost of the project. If approved, the China Eximbank loan would require a sovereign guarantee from the central (national) government and carry the following borrowing terms: a 3% interest rate, a 3-year grace period, and a 15-year maturity. The loan approval process will reportedly take up to eight months after a power purchase agreement (PPA) is signed with Cammesa, since China Eximbank will require up to four months to approve the loan. Argentina’s national government will also need up to four months to approve the loan, because it comes with a sovereign guarantee which is already included in the 2021 budget. As of November 2020, the Government of the Province of Jujuy was still negotiating the power purchase agreement (PPA) with Argentina’s energy ministry. If the project is financed, it will also reportedly involve the expansion of a transformer station in Cobos and the construction of a 220-kW high-voltage line from the Altiplano substation to the town of La Quiaca. The addition of another 200 MW will also require the installation of 400,000 panels of a new available technology (500 volt instead of the current 330 volts), on an area of 1,200 hectares."
60204,NULL,"Bank of China provides USD $24.45 million loan for the San Juan 80 MW Solar PV Power Plant",2019,Argentina,"In 2018, Bank of China's Panama Branch issued a $24.45 million loan to Cordillera Solar I, S.A. — a special purpose vehicle and subsidiary of JinkoSolar Holding Co., Ltd. — for the San Juan 80 MW Solar PV Power Plant Project. The loan carries a 15 years maturity. Its interest rate is unknown. The lender has a first ranking security over the project’s assets and rights. The Bank of China loan was part of a larger, $97.648 million debt financing package, which included a loan from Inter-American Investment Corporation ($10 million), a loan from Citi ($8 million), a loan from Dutch Development Bank/FMO ($45 million), and a loan from the Canadian Climate Fund for the Private Sector in The Americas ($10 million). The $130.08 million PPP project is being financed according to a debt-to-equity ratio of 75:25.  The purpose of the project was to finance the construction, operation and maintenance of an 80 MW San Juan solar photovoltaic (PV) power plant and related substation, transmission line and civil engineering works. These associated facilities included a 132kV 15km transmission line to be located near the City of Las Flores, Departamento de Iglesia, San Juan, Argentina. The plant possesses 287,080 Jinko solar panels and has an installed power of 80 MW that generates electric energy for more than 60,000 homes. It is located 201 kilometers northeast of the capital of the San Juan province. Sterling and Wilson (“S&W”), an Indian engineering solutions company, was the EPC contractor responsible for implementation of the project. Cordillera Solar I, S.A. and S&W signed an EPC contract on January 10, 2018. The project was originally expected to reach completion on August 27, 2018. The project’s expected commercial operation date (COD) — as identified in the project's PPA — was January 1, 2019. The project was officially inaugurated by the Government of San Juan Province on May 9, 2019. At that time, the Government of San Juan province said that work on a phase-two project had commenced. However, the power plant was not even partially connected to the grid until October 1, 2019."
92250,NULL,"ICBC participates in $115 million syndicated loan for 250MW Villa María Power Plant Construction Project",2018,Argentina,"On April 7, 2017, UENSA S.A. — a special purpose vehicle and subsidiary of MSU Energy Group — signed a $115 million syndicated loan agreement with Banco de Galicia y Buenos Aires S.A., Banco Hipotecario S.A., BACS Banco de Crédito y Securitización, Banco Macro S.A., and Industrial and Commercial Bank of China (Argentina) S.A. for the 250MW Villa María Power Plant Construction Project. The loan carried a 5.5 year maturity (final maturity: August 2022) and an unknown interest rate.   As of September 30, 2017, the loan’s amount outstanding was $101.5 million was outstanding under this loan, and, as of March 13, 2018, its amount outstanding was $104 million.   The purpose of the project was the construction and operation of the dual-fuel thermoelectric Villa María power plant in the Province of Córdoba. The purpose of the power plant itself is to provide electricity to Argentina's national electricity grid, the Argentine Interconnection System (SADI). As such, UENSA S.A. entered into a 10-year Power Purchase Agreement (PPA) with Compañía Administradora del Mercado Mayorista Eléctrico S.A. (CAMMESA) – the government entity in Argentina that manages the wholesale energy market and the dispatch of electricity to the SADI – on December 29, 2016, agreeing that the generation capacity and electricity generated by the Villa María power plant would be sold exclusively to CAMMESA. The plant includes three General Electric turbo generators (model LM6000-PC Sprint), each with 50 MW of nominal generation capacity. Additionally, a 3.2 km pipeline was built to transport natural gas from the TGN North Pipeline to the Villa María power plant, and a 132 kV high voltage line was built to transport the power generated by the plant to the SADI.  General Electric International, Inc. (Argentina Branch) was the EPC contractor responsible for project implementation. The Villa María power plant began operating on January 25, 2018."
98852,NULL,"ICBC contributes $15 million to $219.5 million syndicated loan for the 267 MW El Bracho Gas-Fired Power Plant and the 107 MW Loma Campana II Thermal Power Plant Projects",2018,Argentina,"On June 20, 2017, financial close was reached on a deal in which a syndicate of nine banks — including the Industrial and Commercial Bank of China (ICBC) — entered into a $219.50 million USD senior secured term loan agreement with Y-Gen Eléctrica S.R.L. and Y-Gen Eléctrica II S.R.L. — special purpose vehicles (SPVs) jointly owned by YPF Energía Eléctric, a wholly-owned subsidiary of Yacimientos Petrolíferos Fiscales S.A. (YPF), (66.67% equity stake) and GE Energy Financial Services, the energy investing unit of General Electric (GE), (33.33% equity stake) — for the 267 MW El Bracho Gas-Fired Power Plant and the 107 MW Loma Campana II Thermal Power Plant Projects. This loan carried a maturity period of five years, a final maturity date of June 20, 2022, an initial interest rate of LIBOR plus a margin of 400 basis points (bps) during construction, and then an initial interest rate of LIBOR plus a margin of 650 bps after construction.  ICBC contributed $15.00 million USD. In addition to ICBC, the following lenders contributed the respective amount to the loan syndicate: Citibank N.A. ($45.00 million USD), Credit Suisse AG ($60.00 million USD), Export Development Canada (EDC) ($45.00 million USD), HSBC Bank ($12.50 million USD), Banco de Galicia ($15.00 million USD), Banco Supervielle ($11.00 million USD), Banco Hipotecario ($11.00 million USD), and Bancaribe Curacao Bank ($5.00 million USD). Citibank, Credit Suisse, and EDC served as joint lead arrangers. Citibank served as administrative agent, bookrunner, swap provider, account bank and the Argentine Branch of Citibank served as trustee and collateral agent..  The proceeds were to be used by the borrowers for the construction and operations of the 267 MW El Bracho Power Plant, a gas-fired power plant in Central El Bracho, Tucumán Province and the 107 MW MW Loma Campana II Power Plant in a thermal power plant in Añelo, Neuquén Province. The projects were also supported by $94.00 million USD in equity from the sponsors: $62.67 million USD from YPF and $31.33 million USD from GE.  On June 21, 2016, YPF and GE signed an agreement to begin construction on the El Bracho plant with GE's F9.04 turbines; El Bracho was scheduled to come online by January 31, 2018 and produce enough power for 280,000 families, to be interconnected with the national SADI power grid and with a Power Purchase Agreement (PPA) with Compañía Administradora del Mercado Mayorista Eléctrico SA (CAMMESA) The Loma Campana II Power Plant was expected to enter commercial operations in December 2017; it also had a PPA with CAMMESA.   General Electric was the engineering, procurement, and construction (EPC) contractor for both projects. By financial close, both projects were already over halfway through construction. Loma Campana II began operations in November 2017 and El Bracho began operations in January 2018."
